subject_id,DICE_EP,HD_EP,ASSD_EP,CD_EP,DICE_IP,HD_IP,ASSD_IP,CD_IP
fCMR_Siemens_018,73.966,7.3485,2.8813,6,73.5959,9.3126,3.033,5.9075
fCMR_Siemens_113,9.7951,34.7707,16.3528,64.3117,9.1741,39.7968,22.4746,68.3876
fCMR_Siemens_027,0,35.9166,22.7047,54.5894,0.805,33.7683,21.6678,52.4789
fCMR_Siemens_068,15.202,27.2029,11.4003,36.8239,16.9811,50.3964,39.2882,56.6339
fCMR_Siemens_198,1.0979,33.9632,18.8521,35.9444,12.5358,50.5269,40.0993,53.0135
